__time,_src_T_in,_src_T_out,_sink_T_out,_sink_T_in,_Energy_kWh,_Q_cond_kW,__interval_h,_T_source_ref_C,_T_sink_ref_C,m_dot_kg_s,P_comp_kW,Q_cond_kW,Q_evap_kW,COP,T2_C,T4_C
2024-01-01 13:29:59.900000,59.92111291162695,20,90,60,996.3711521264253,996.3732279039834,0.9999979166666666,25.0,80.0,0.008109709278913635,266.95591865256296,-996.3732279039834,729.4173092514205,3.732351142215133,25.0,80.0
2024-01-01 14:29:59.892500,59.2792646264794,20,90,60,1001.5688509927946,1001.5709375989147,0.9999979166666666,25.0,80.0,0.008152014625305525,268.3485286983173,-1001.5709375989147,733.2224089005977,3.732351142215132,25.0,80.0
2024-01-01 15:29:59.885000,57.78768517431945,20,90,60,1001.9387359344141,1001.9408233111294,0.9999979166666666,25.0,80.0,0.008155025209601126,268.447631300972,-1001.9408233111294,733.4931920101576,3.732351142215132,25.0,80.0
2024-01-01 16:29:59.877500,56.65652612764103,20,90,60,1001.0167643083581,1001.0188497642952,0.9999979166666666,25.0,80.0,0.008147521056319726,268.2006091126237,-1001.0188497642952,732.8182406516717,3.732351142215132,25.0,80.0
2024-01-01 17:29:59.870000,56.39533987374665,20,90,60,1000.1910233567052,1000.193107092345,0.9999979166666666,25.0,80.0,0.008140800148108657,267.97936983462256,-1000.193107092345,732.2137372577225,3.732351142215133,25.0,80.0
2024-01-01 18:29:59.862500,56.52696833189151,20,90,60,996.8836152507345,996.8856920959264,0.9999979166666666,25.0,80.0,0.008113880342021436,267.0932219695384,-996.8856920959264,729.7924701263881,3.732351142215132,25.0,80.0
2024-01-01 19:29:59.855000,56.730389248825816,20,90,60,986.2245746697764,986.2266293085876,0.9999979166666666,25.0,80.0,0.008027123795408026,264.23736452708647,-986.2266293085876,721.9892647815012,3.7323511422151325,25.0,80.0
2024-01-01 20:29:59.847500,57.262326859916925,20,90,60,966.8342610843724,966.8362753266127,0.9999979166666666,25.0,80.0,0.007869301275487616,259.0421529183345,-966.8362753266127,707.7941224082784,3.732351142215132,25.0,80.0
2024-01-01 21:29:59.840000,57.72405126766,20,90,60,966.4474311792427,966.4494446155857,0.9999979166666666,25.0,80.0,0.007866152771976352,258.9385102822889,-966.4494446155857,707.510934333297,3.7323511422151316,25.0,80.0
2024-01-01 22:29:59.832500,57.4991175271885,20,90,60,970.0291571197127,970.0311780180003,0.9999979166666666,25.0,80.0,0.007895305318225774,259.89815562806115,-970.0311780180003,710.1330223899394,3.7323511422151325,25.0,80.0
2024-01-01 23:29:59.825000,57.19128292874325,20,90,60,970.638495085538,970.6405172532824,0.9999979166666666,25.0,80.0,0.007900264869438093,260.06141444591196,-970.6405172532824,710.5791028073706,3.732351142215132,25.0,80.0
2024-01-02 00:29:59.817500,56.75566587458093,20,90,60,970.4065714288877,970.4085931134567,0.9999979166666666,25.0,80.0,0.007898377185891332,259.99927556053154,-970.4085931134567,710.4093175529255,3.732351142215132,25.0,80.0
2024-01-02 01:29:59.810000,56.976684391276535,20,90,60,971.7128721937515,971.7148965997862,0.9999979166666666,25.0,80.0,0.007909009488333308,260.34927035913296,-971.7148965997862,711.3656262406535,3.7323511422151325,25.0,80.0
2024-01-02 02:29:59.802500,57.333146143011106,20,90,60,970.7354659659942,970.7374883357617,0.9999979166666666,25.0,80.0,0.007901054139227108,260.0873956783267,-970.7374883357617,710.6500926574352,3.732351142215132,25.0,80.0
2024-01-02 03:29:59.795000,57.87971109991423,20,90,60,966.9337107085194,966.9357251579469,0.9999979166666666,25.0,80.0,0.00787011072037972,259.06879827605803,-966.9357251579469,707.8669268818891,3.732351142215132,25.0,80.0
2024-01-02 04:29:59.787500,57.80078997345373,20,90,60,967.652333414915,967.6543493614762,0.9999979166666666,25.0,80.0,0.007875959766909878,259.26133755656707,-967.6543493614762,708.3930118049093,3.7323511422151325,25.0,80.0
2024-01-02 05:29:59.780000,60.1785089586175,20,90,60,970.8034705268313,970.8054930382752,0.9999979166666666,25.0,80.0,0.007901607645033506,260.1056160171754,-970.8054930382752,710.6998770211,3.732351142215132,25.0,80.0
